start('Act1', 0).
start('Act2', 0).
start('Act3', 6).
start('Act4', 8).
start('Act5', 13).
start('Act6', 9).
start('Act7', 41).
start('Act8', 14).
start('Act9', 5).
start('Act10', 0).
start('Act11', 4).
start('Act12', 4).
start('Act13', 0).
start('Act14', 21).
start('Act15', 34).
start('Act16', 6).
start('Act17', 0).
start('Act18', 7).
start('Act19', 4).
start('Act20', 32).
start('Act21', 24).
start('Act22', 0).
start('Act23', 10).
start('Act24', 14).
start('Act25', 23).
start('Act26', 19).
start('Act27', 43).
start('Act28', 31).
start('Act29', 30).
start('Act30', 2).
start('Act31', 27).
start('Act32', 5).
start('Act33', 21).
start('Act34', 38).
start('Act35', 1).
start('Act36', 2).
start('Act37', 19).
start('Act38', 16).
start('Act39', 17).
start('Act40', 22).
start('Act41', 40).
start('Act42', 3).
start('Act43', 0).
start('Act44', 8).
start('Act45', 16).
start('Act46', 12).
start('Act47', 5).
start('Act48', 11).
start('Act49', 4).
start('Act50', 41).
start('Act51', 26).
start('Act52', 24).
start('Act53', 8).
start('Act54', 0).
start('Act55', 37).
start('Act56', 16).
start('Act57', 3).
start('Act58', 3).
start('Act59', 6).
start('Act60', 0).

crane('Act3', crane2).
crane('Act5', crane1).
crane('Act8', crane2).
crane('Act15', crane2).
crane('Act17', crane2).
crane('Act20', crane1).
crane('Act26', crane2).
crane('Act27', crane2).
crane('Act28', crane1).
crane('Act29', crane2).
crane('Act31', crane2).
crane('Act33', crane1).
crane('Act34', crane2).
crane('Act40', crane1).
crane('Act41', crane1).
crane('Act45', crane1).
crane('Act51', crane1).
crane('Act52', crane2).
crane('Act55', crane1).
crane('Act56', crane2).
