start('Act1', 0).
start('Act2', 5).
start('Act3', 0).
start('Act4', 82).
start('Act5', 0).
start('Act6', 66).
start('Act7', 16).
start('Act8', 0).
start('Act9', 1).
start('Act10', 5).
start('Act11', 0).
start('Act12', 82).
start('Act13', 9).
start('Act14', 59).
start('Act15', 15).
start('Act16', 24).
start('Act17', 8).
start('Act18', 46).
start('Act19', 6).
start('Act20', 8).
start('Act21', 52).
start('Act22', 25).
start('Act23', 31).
start('Act24', 22).
start('Act25', 5).
start('Act26', 26).
start('Act27', 51).
start('Act28', 0).
start('Act29', 0).
start('Act30', 0).
start('Act31', 40).
start('Act32', 0).
start('Act33', 28).
start('Act34', 21).
start('Act35', 8).
start('Act36', 35).
start('Act37', 14).
start('Act38', 81).
start('Act39', 4).
start('Act40', 54).
start('Act41', 39).
start('Act42', 0).
start('Act43', 88).
start('Act44', 6).
start('Act45', 37).
start('Act46', 15).
start('Act47', 7).
start('Act48', 2).
start('Act49', 1).
start('Act50', 56).
start('Act51', 27).
start('Act52', 58).
start('Act53', 0).
start('Act54', 14).
start('Act55', 56).
start('Act56', 10).
start('Act57', 10).
start('Act58', 1).
start('Act59', 0).
start('Act60', 3).
start('Act61', 14).
start('Act62', 34).
start('Act63', 7).
start('Act64', 2).
start('Act65', 8).
start('Act66', 12).
start('Act67', 5).
start('Act68', 9).
start('Act69', 45).
start('Act70', 45).
start('Act71', 26).
start('Act72', 57).
start('Act73', 8).
start('Act74', 36).
start('Act75', 5).
start('Act76', 39).
start('Act77', 33).
start('Act78', 78).
start('Act79', 53).
start('Act80', 11).
start('Act81', 11).
start('Act82', 32).
start('Act83', 25).
start('Act84', 7).
start('Act85', 24).
start('Act86', 54).
start('Act87', 24).
start('Act88', 51).
start('Act89', 24).
start('Act90', 49).
start('Act91', 18).
start('Act92', 35).
start('Act93', 32).
start('Act94', 23).
start('Act95', 48).
start('Act96', 21).
start('Act97', 9).
start('Act98', 13).
start('Act99', 22).
start('Act100', 16).
start('Act101', 21).
start('Act102', 82).
start('Act103', 18).
start('Act104', 32).
start('Act105', 31).
start('Act106', 31).
start('Act107', 11).
start('Act108', 12).
start('Act109', 29).
start('Act110', 83).
start('Act111', 77).
start('Act112', 28).
start('Act113', 44).
start('Act114', 56).
start('Act115', 26).
start('Act116', 20).
start('Act117', 27).
start('Act118', 54).
start('Act119', 49).
start('Act120', 34).
start('Act121', 54).
start('Act122', 39).
start('Act123', 21).
start('Act124', 48).
start('Act125', 17).
start('Act126', 23).
start('Act127', 33).
start('Act128', 25).
start('Act129', 37).
start('Act130', 60).
start('Act131', 3).
start('Act132', 44).
start('Act133', 53).
start('Act134', 54).
start('Act135', 16).
start('Act136', 46).
start('Act137', 33).
start('Act138', 49).
start('Act139', 20).
start('Act140', 35).
start('Act141', 38).
start('Act142', 33).
start('Act143', 33).
start('Act144', 48).
start('Act145', 47).
start('Act146', 45).
start('Act147', 38).
start('Act148', 19).
start('Act149', 6).
start('Act150', 22).
start('Act151', 41).
start('Act152', 75).
start('Act153', 71).
start('Act154', 28).
start('Act155', 48).
start('Act156', 11).
start('Act157', 27).
start('Act158', 26).
start('Act159', 18).
start('Act160', 26).
start('Act161', 1).
start('Act162', 68).
start('Act163', 46).
start('Act164', 11).
start('Act165', 33).
start('Act166', 18).
start('Act167', 16).
start('Act168', 20).
start('Act169', 55).
start('Act170', 32).
start('Act171', 44).
start('Act172', 21).
start('Act173', 43).
start('Act174', 18).
start('Act175', 41).
start('Act176', 63).
start('Act177', 16).
start('Act178', 22).
start('Act179', 74).
start('Act180', 19).
start('Act181', 30).
start('Act182', 33).
start('Act183', 32).
start('Act184', 40).
start('Act185', 10).
start('Act186', 45).
start('Act187', 30).
start('Act188', 70).
start('Act189', 27).
start('Act190', 26).
start('Act191', 39).
start('Act192', 29).
start('Act193', 41).
start('Act194', 14).
start('Act195', 29).
start('Act196', 46).
start('Act197', 19).
start('Act198', 45).
start('Act199', 36).
start('Act200', 18).

crane('Act3', crane2).
crane('Act6', crane2).
crane('Act10', crane1).
crane('Act16', crane2).
crane('Act17', crane1).
crane('Act23', crane1).
crane('Act26', crane1).
crane('Act30', crane1).
crane('Act34', crane2).
crane('Act36', crane2).
crane('Act38', crane2).
crane('Act43', crane1).
crane('Act50', crane1).
crane('Act70', crane2).
crane('Act72', crane1).
crane('Act76', crane1).
crane('Act78', crane2).
crane('Act82', crane2).
crane('Act100', crane2).
crane('Act110', crane2).
crane('Act111', crane1).
crane('Act127', crane2).
crane('Act129', crane2).
crane('Act130', crane2).
crane('Act133', crane2).
crane('Act152', crane1).
crane('Act153', crane1).
crane('Act155', crane2).
crane('Act162', crane1).
crane('Act169', crane1).
crane('Act176', crane1).
crane('Act179', crane2).
crane('Act188', crane2).
crane('Act193', crane2).
crane('Act199', crane1).
