start('Act1', 0).
start('Act2', 4).
start('Act3', 4).
start('Act4', 3).
start('Act5', 0).
start('Act6', 29).
start('Act7', 12).
start('Act8', 2).
start('Act9', 11).
start('Act10', 21).
start('Act11', 53).
start('Act12', 42).
start('Act13', 46).
start('Act14', 27).
start('Act15', 17).
start('Act16', 0).
start('Act17', 7).
start('Act18', 23).
start('Act19', 51).
start('Act20', 61).
start('Act21', 3).
start('Act22', 49).
start('Act23', 18).
start('Act24', 0).
start('Act25', 7).
start('Act26', 8).
start('Act27', 0).
start('Act28', 22).
start('Act29', 16).
start('Act30', 27).
start('Act31', 4).
start('Act32', 15).
start('Act33', 42).
start('Act34', 34).
start('Act35', 7).
start('Act36', 99).
start('Act37', 21).
start('Act38', 47).
start('Act39', 22).
start('Act40', 84).
start('Act41', 17).
start('Act42', 26).
start('Act43', 89).
start('Act44', 0).
start('Act45', 9).
start('Act46', 11).
start('Act47', 60).
start('Act48', 2).
start('Act49', 45).
start('Act50', 36).
start('Act51', 13).
start('Act52', 25).
start('Act53', 33).
start('Act54', 58).
start('Act55', 5).
start('Act56', 38).
start('Act57', 25).
start('Act58', 0).
start('Act59', 95).
start('Act60', 76).
start('Act61', 97).
start('Act62', 3).
start('Act63', 43).
start('Act64', 5).
start('Act65', 0).
start('Act66', 84).
start('Act67', 14).
start('Act68', 35).
start('Act69', 8).
start('Act70', 58).
start('Act71', 22).
start('Act72', 37).
start('Act73', 24).
start('Act74', 56).
start('Act75', 80).
start('Act76', 36).
start('Act77', 9).
start('Act78', 21).
start('Act79', 27).
start('Act80', 83).
start('Act81', 15).
start('Act82', 22).
start('Act83', 13).
start('Act84', 75).
start('Act85', 27).
start('Act86', 75).
start('Act87', 20).
start('Act88', 36).
start('Act89', 30).
start('Act90', 80).
start('Act91', 72).
start('Act92', 5).
start('Act93', 53).
start('Act94', 23).
start('Act95', 39).
start('Act96', 26).
start('Act97', 0).
start('Act98', 0).
start('Act99', 46).
start('Act100', 8).
start('Act101', 97).
start('Act102', 67).
start('Act103', 11).
start('Act104', 59).
start('Act105', 45).
start('Act106', 20).
start('Act107', 22).
start('Act108', 80).
start('Act109', 82).
start('Act110', 22).
start('Act111', 19).
start('Act112', 19).
start('Act113', 73).
start('Act114', 57).
start('Act115', 40).
start('Act116', 92).
start('Act117', 70).
start('Act118', 31).
start('Act119', 46).
start('Act120', 61).
start('Act121', 49).
start('Act122', 41).
start('Act123', 47).
start('Act124', 56).
start('Act125', 62).
start('Act126', 35).
start('Act127', 25).
start('Act128', 38).
start('Act129', 12).
start('Act130', 17).
start('Act131', 87).
start('Act132', 92).
start('Act133', 1).
start('Act134', 4).
start('Act135', 65).
start('Act136', 74).
start('Act137', 40).
start('Act138', 52).
start('Act139', 40).
start('Act140', 35).
start('Act141', 55).
start('Act142', 76).
start('Act143', 84).
start('Act144', 59).
start('Act145', 60).
start('Act146', 45).
start('Act147', 66).
start('Act148', 41).
start('Act149', 80).
start('Act150', 36).
start('Act151', 68).
start('Act152', 67).
start('Act153', 28).
start('Act154', 63).
start('Act155', 39).
start('Act156', 40).
start('Act157', 54).
start('Act158', 22).
start('Act159', 33).
start('Act160', 35).
start('Act161', 70).
start('Act162', 65).
start('Act163', 30).
start('Act164', 81).
start('Act165', 32).
start('Act166', 35).
start('Act167', 64).
start('Act168', 19).
start('Act169', 43).
start('Act170', 2).
start('Act171', 19).
start('Act172', 27).
start('Act173', 74).
start('Act174', 29).
start('Act175', 68).
start('Act176', 48).
start('Act177', 18).
start('Act178', 18).
start('Act179', 46).
start('Act180', 31).
start('Act181', 17).
start('Act182', 11).
start('Act183', 18).
start('Act184', 70).
start('Act185', 59).
start('Act186', 11).
start('Act187', 1).
start('Act188', 18).
start('Act189', 34).
start('Act190', 37).
start('Act191', 10).
start('Act192', 29).
start('Act193', 29).
start('Act194', 32).
start('Act195', 63).
start('Act196', 52).
start('Act197', 73).
start('Act198', 10).
start('Act199', 49).
start('Act200', 9).

crane('Act1', crane1).
crane('Act10', crane2).
crane('Act14', crane1).
crane('Act23', crane2).
crane('Act28', crane1).
crane('Act31', crane2).
crane('Act36', crane2).
crane('Act38', crane1).
crane('Act43', crane2).
crane('Act56', crane2).
crane('Act59', crane1).
crane('Act61', crane2).
crane('Act68', crane2).
crane('Act79', crane2).
crane('Act83', crane1).
crane('Act89', crane2).
crane('Act95', crane2).
crane('Act102', crane2).
crane('Act104', crane1).
crane('Act112', crane1).
crane('Act114', crane2).
crane('Act116', crane2).
crane('Act125', crane1).
crane('Act127', crane2).
crane('Act131', crane1).
crane('Act132', crane1).
crane('Act136', crane2).
crane('Act138', crane1).
crane('Act142', crane2).
crane('Act143', crane2).
crane('Act144', crane2).
crane('Act151', crane1).
crane('Act152', crane1).
crane('Act154', crane2).
crane('Act157', crane1).
crane('Act161', crane2).
crane('Act164', crane2).
crane('Act169', crane1).
crane('Act173', crane1).
crane('Act197', crane2).
