start('Act1', 0).
start('Act2', 10).
start('Act3', 0).
start('Act4', 1).
start('Act5', 5).
start('Act6', 45).
start('Act7', 14).
start('Act8', 45).
start('Act9', 0).
start('Act10', 3).
start('Act11', 3).
start('Act12', 50).
start('Act13', 5).
start('Act14', 24).
start('Act15', 0).
start('Act16', 7).
start('Act17', 2).
start('Act18', 10).
start('Act19', 0).
start('Act20', 6).
start('Act21', 28).
start('Act22', 28).
start('Act23', 19).
start('Act24', 42).
start('Act25', 19).
start('Act26', 0).
start('Act27', 36).
start('Act28', 14).
start('Act29', 8).
start('Act30', 25).
start('Act31', 43).
start('Act32', 4).
start('Act33', 44).
start('Act34', 33).
start('Act35', 13).
start('Act36', 25).
start('Act37', 2).
start('Act38', 13).
start('Act39', 25).
start('Act40', 25).
start('Act41', 6).
start('Act42', 47).
start('Act43', 11).
start('Act44', 22).
start('Act45', 41).
start('Act46', 30).
start('Act47', 42).
start('Act48', 23).
start('Act49', 14).
start('Act50', 18).
start('Act51', 0).
start('Act52', 13).
start('Act53', 24).
start('Act54', 41).
start('Act55', 18).
start('Act56', 50).
start('Act57', 23).
start('Act58', 20).
start('Act59', 9).
start('Act60', 8).
start('Act61', 32).
start('Act62', 18).
start('Act63', 37).
start('Act64', 47).
start('Act65', 24).
start('Act66', 2).
start('Act67', 32).
start('Act68', 7).
start('Act69', 9).
start('Act70', 19).
start('Act71', 22).
start('Act72', 28).
start('Act73', 16).
start('Act74', 36).
start('Act75', 22).
start('Act76', 18).
start('Act77', 12).
start('Act78', 13).
start('Act79', 6).
start('Act80', 6).
start('Act81', 29).
start('Act82', 13).
start('Act83', 22).
start('Act84', 34).
start('Act85', 27).
start('Act86', 3).
start('Act87', 20).
start('Act88', 0).
start('Act89', 0).
start('Act90', 14).
start('Act91', 47).
start('Act92', 2).
start('Act93', 0).
start('Act94', 3).
start('Act95', 9).
start('Act96', 12).
start('Act97', 44).
start('Act98', 37).
start('Act99', 19).
start('Act100', 27).

crane('Act3', crane2).
crane('Act8', crane2).
crane('Act13', crane1).
crane('Act18', crane2).
crane('Act24', crane1).
crane('Act26', crane1).
crane('Act27', crane2).
crane('Act28', crane1).
crane('Act31', crane2).
crane('Act34', crane1).
crane('Act45', crane1).
crane('Act46', crane1).
crane('Act47', crane2).
crane('Act48', crane1).
crane('Act50', crane1).
crane('Act53', crane1).
crane('Act56', crane1).
crane('Act61', crane2).
crane('Act67', crane1).
crane('Act72', crane2).
crane('Act73', crane2).
crane('Act84', crane1).
crane('Act95', crane1).
crane('Act97', crane1).
crane('Act98', crane1).
