start('Act1', 0).
start('Act2', 3).
start('Act3', 5).
start('Act4', 10).
start('Act5', 44).
start('Act6', 9).
start('Act7', 38).
start('Act8', 4).
start('Act9', 8).
start('Act10', 17).
start('Act11', 0).
start('Act12', 14).
start('Act13', 14).
start('Act14', 1).
start('Act15', 11).
start('Act16', 23).
start('Act17', 14).
start('Act18', 7).
start('Act19', 0).
start('Act20', 15).
start('Act21', 25).
start('Act22', 42).
start('Act23', 0).
start('Act24', 11).
start('Act25', 27).
start('Act26', 0).
start('Act27', 23).
start('Act28', 38).
start('Act29', 6).
start('Act30', 26).
start('Act31', 19).
start('Act32', 13).
start('Act33', 20).
start('Act34', 21).
start('Act35', 27).
start('Act36', 49).
start('Act37', 5).
start('Act38', 39).
start('Act39', 12).
start('Act40', 5).
start('Act41', 29).
start('Act42', 19).
start('Act43', 38).
start('Act44', 5).
start('Act45', 16).
start('Act46', 45).
start('Act47', 0).
start('Act48', 1).
start('Act49', 24).
start('Act50', 24).
start('Act51', 18).
start('Act52', 23).
start('Act53', 32).
start('Act54', 14).
start('Act55', 4).
start('Act56', 17).
start('Act57', 35).
start('Act58', 35).
start('Act59', 37).
start('Act60', 6).
start('Act61', 16).
start('Act62', 12).
start('Act63', 0).
start('Act64', 19).
start('Act65', 19).
start('Act66', 12).
start('Act67', 21).
start('Act68', 8).
start('Act69', 33).
start('Act70', 34).
start('Act71', 39).
start('Act72', 17).
start('Act73', 20).
start('Act74', 2).
start('Act75', 16).
start('Act76', 0).
start('Act77', 11).
start('Act78', 11).
start('Act79', 20).
start('Act80', 16).
start('Act81', 44).
start('Act82', 33).
start('Act83', 42).
start('Act84', 32).
start('Act85', 9).
start('Act86', 18).
start('Act87', 11).
start('Act88', 20).
start('Act89', 9).
start('Act90', 14).
start('Act91', 9).
start('Act92', 42).
start('Act93', 19).
start('Act94', 6).
start('Act95', 0).
start('Act96', 1).
start('Act97', 45).
start('Act98', 0).
start('Act99', 32).
start('Act100', 44).

crane('Act16', crane1).
crane('Act19', crane2).
crane('Act30', crane1).
crane('Act35', crane2).
crane('Act58', crane2).
crane('Act59', crane1).
crane('Act64', crane1).
crane('Act69', crane2).
crane('Act71', crane2).
crane('Act90', crane2).
crane('Act92', crane1).
crane('Act97', crane2).
crane('Act99', crane1).
