start('Act1', 13).
start('Act2', 0).
start('Act3', 13).
start('Act4', 3).
start('Act5', 11).
start('Act6', 21).
start('Act7', 5).
start('Act8', 10).
start('Act9', 25).
start('Act10', 3).
start('Act11', 0).
start('Act12', 0).
start('Act13', 28).
start('Act14', 4).
start('Act15', 29).
start('Act16', 0).
start('Act17', 0).
start('Act18', 11).
start('Act19', 8).
start('Act20', 31).
start('Act21', 15).
start('Act22', 26).
start('Act23', 11).
start('Act24', 8).
start('Act25', 4).
start('Act26', 4).
start('Act27', 2).
start('Act28', 9).
start('Act29', 10).
start('Act30', 7).
start('Act31', 23).
start('Act32', 11).
start('Act33', 10).
start('Act34', 5).
start('Act35', 26).
start('Act36', 18).
start('Act37', 16).
start('Act38', 0).
start('Act39', 15).
start('Act40', 6).
start('Act41', 0).
start('Act42', 15).
start('Act43', 6).
start('Act44', 19).
start('Act45', 26).
start('Act46', 0).
start('Act47', 23).
start('Act48', 31).
start('Act49', 9).
start('Act50', 6).
start('Act51', 1).
start('Act52', 21).
start('Act53', 8).
start('Act54', 0).
start('Act55', 25).
start('Act56', 15).
start('Act57', 6).
start('Act58', 0).
start('Act59', 14).
start('Act60', 31).

crane('Act6', crane1).
crane('Act13', crane1).
crane('Act15', crane1).
crane('Act18', crane1).
crane('Act21', crane1).
crane('Act22', crane2).
crane('Act31', crane2).
crane('Act36', crane2).
crane('Act44', crane1).
crane('Act49', crane2).
crane('Act51', crane1).
crane('Act55', crane1).
