start('Act1', 0).
start('Act2', 21).
start('Act3', 3).
start('Act4', 6).
start('Act5', 10).
start('Act6', 0).
start('Act7', 7).
start('Act8', 0).
start('Act9', 3).
start('Act10', 2).
start('Act11', 3).
start('Act12', 0).
start('Act13', 2).
start('Act14', 4).
start('Act15', 12).
start('Act16', 17).
start('Act17', 8).
start('Act18', 7).
start('Act19', 10).
start('Act20', 13).
start('Act21', 27).
start('Act22', 12).
start('Act23', 10).
start('Act24', 4).
start('Act25', 16).
start('Act26', 8).
start('Act27', 2).
start('Act28', 15).
start('Act29', 0).
start('Act30', 6).
start('Act31', 28).
start('Act32', 3).
start('Act33', 12).
start('Act34', 16).
start('Act35', 25).
start('Act36', 16).
start('Act37', 8).
start('Act38', 15).
start('Act39', 7).
start('Act40', 0).
start('Act41', 7).
start('Act42', 23).
start('Act43', 0).
start('Act44', 10).
start('Act45', 16).
start('Act46', 5).
start('Act47', 9).
start('Act48', 17).
start('Act49', 0).
start('Act50', 21).

crane('Act1', crane2).
crane('Act21', crane2).
crane('Act26', crane1).
crane('Act28', crane2).
crane('Act31', crane1).
crane('Act35', crane2).
crane('Act42', crane1).
crane('Act44', crane1).
crane('Act50', crane2).
