start('Act1', 0).
start('Act2', 5).
start('Act3', 6).
start('Act4', 4).
start('Act5', 42).
start('Act6', 16).
start('Act7', 8).
start('Act8', 85).
start('Act9', 0).
start('Act10', 7).
start('Act11', 12).
start('Act12', 11).
start('Act13', 132).
start('Act14', 0).
start('Act15', 114).
start('Act16', 18).
start('Act17', 0).
start('Act18', 0).
start('Act19', 12).
start('Act20', 8).
start('Act21', 105).
start('Act22', 79).
start('Act23', 14).
start('Act24', 17).
start('Act25', 44).
start('Act26', 33).
start('Act27', 12).
start('Act28', 54).
start('Act29', 7).
start('Act30', 96).
start('Act31', 12).
start('Act32', 12).
start('Act33', 13).
start('Act34', 39).
start('Act35', 55).
start('Act36', 69).
start('Act37', 56).
start('Act38', 20).
start('Act39', 23).
start('Act40', 54).
start('Act41', 5).
start('Act42', 24).
start('Act43', 9).
start('Act44', 42).
start('Act45', 40).
start('Act46', 11).
start('Act47', 51).
start('Act48', 15).
start('Act49', 8).
start('Act50', 4).
start('Act51', 58).
start('Act52', 11).
start('Act53', 5).
start('Act54', 70).
start('Act55', 51).
start('Act56', 57).
start('Act57', 33).
start('Act58', 90).
start('Act59', 57).
start('Act60', 63).
start('Act61', 21).
start('Act62', 57).
start('Act63', 42).
start('Act64', 57).
start('Act65', 61).
start('Act66', 68).
start('Act67', 16).
start('Act68', 33).
start('Act69', 46).
start('Act70', 37).
start('Act71', 23).
start('Act72', 53).
start('Act73', 53).
start('Act74', 32).
start('Act75', 37).
start('Act76', 26).
start('Act77', 19).
start('Act78', 18).
start('Act79', 0).
start('Act80', 103).
start('Act81', 51).
start('Act82', 21).
start('Act83', 44).
start('Act84', 0).
start('Act85', 35).
start('Act86', 32).
start('Act87', 67).
start('Act88', 0).
start('Act89', 4).
start('Act90', 87).
start('Act91', 39).
start('Act92', 1).
start('Act93', 67).
start('Act94', 15).
start('Act95', 42).
start('Act96', 95).
start('Act97', 71).
start('Act98', 25).
start('Act99', 52).
start('Act100', 5).
start('Act101', 40).
start('Act102', 125).
start('Act103', 9).
start('Act104', 92).
start('Act105', 55).
start('Act106', 121).
start('Act107', 79).
start('Act108', 56).
start('Act109', 108).
start('Act110', 65).
start('Act111', 31).
start('Act112', 6).
start('Act113', 119).
start('Act114', 57).
start('Act115', 24).
start('Act116', 21).
start('Act117', 50).
start('Act118', 24).
start('Act119', 104).
start('Act120', 63).
start('Act121', 49).
start('Act122', 36).
start('Act123', 62).
start('Act124', 55).
start('Act125', 48).
start('Act126', 23).
start('Act127', 11).
start('Act128', 78).
start('Act129', 118).
start('Act130', 64).
start('Act131', 47).
start('Act132', 45).
start('Act133', 64).
start('Act134', 0).
start('Act135', 31).
start('Act136', 16).
start('Act137', 103).
start('Act138', 47).
start('Act139', 44).
start('Act140', 29).
start('Act141', 31).
start('Act142', 22).
start('Act143', 5).
start('Act144', 137).
start('Act145', 35).
start('Act146', 126).
start('Act147', 84).
start('Act148', 71).
start('Act149', 78).
start('Act150', 42).
start('Act151', 2).
start('Act152', 61).
start('Act153', 0).
start('Act154', 112).
start('Act155', 37).
start('Act156', 35).
start('Act157', 0).
start('Act158', 28).
start('Act159', 133).
start('Act160', 56).
start('Act161', 36).
start('Act162', 33).
start('Act163', 45).
start('Act164', 77).
start('Act165', 10).
start('Act166', 2).
start('Act167', 56).
start('Act168', 92).
start('Act169', 97).
start('Act170', 70).
start('Act171', 103).
start('Act172', 9).
start('Act173', 57).
start('Act174', 103).
start('Act175', 6).
start('Act176', 21).
start('Act177', 70).
start('Act178', 46).
start('Act179', 103).
start('Act180', 8).
start('Act181', 80).
start('Act182', 74).
start('Act183', 51).
start('Act184', 118).
start('Act185', 21).
start('Act186', 75).
start('Act187', 30).
start('Act188', 57).
start('Act189', 55).
start('Act190', 44).
start('Act191', 69).
start('Act192', 52).
start('Act193', 14).
start('Act194', 17).
start('Act195', 8).
start('Act196', 16).
start('Act197', 129).
start('Act198', 103).
start('Act199', 16).
start('Act200', 49).
start('Act201', 123).
start('Act202', 139).
start('Act203', 106).
start('Act204', 33).
start('Act205', 123).
start('Act206', 41).
start('Act207', 33).
start('Act208', 120).
start('Act209', 33).
start('Act210', 32).
start('Act211', 5).
start('Act212', 79).
start('Act213', 109).
start('Act214', 127).
start('Act215', 47).
start('Act216', 106).
start('Act217', 29).
start('Act218', 32).
start('Act219', 70).
start('Act220', 126).
start('Act221', 20).
start('Act222', 78).
start('Act223', 40).
start('Act224', 19).
start('Act225', 86).
start('Act226', 68).
start('Act227', 103).
start('Act228', 29).
start('Act229', 83).
start('Act230', 128).
start('Act231', 102).
start('Act232', 72).
start('Act233', 32).
start('Act234', 52).
start('Act235', 45).
start('Act236', 115).
start('Act237', 101).
start('Act238', 46).
start('Act239', 140).
start('Act240', 41).
start('Act241', 79).
start('Act242', 66).
start('Act243', 73).
start('Act244', 26).
start('Act245', 64).
start('Act246', 108).
start('Act247', 39).
start('Act248', 32).
start('Act249', 57).
start('Act250', 29).
start('Act251', 105).
start('Act252', 19).
start('Act253', 26).
start('Act254', 63).
start('Act255', 31).
start('Act256', 90).
start('Act257', 17).
start('Act258', 39).
start('Act259', 68).
start('Act260', 26).
start('Act261', 30).
start('Act262', 27).
start('Act263', 110).
start('Act264', 67).
start('Act265', 101).
start('Act266', 26).
start('Act267', 26).
start('Act268', 61).
start('Act269', 63).
start('Act270', 89).
start('Act271', 35).
start('Act272', 21).
start('Act273', 67).
start('Act274', 114).
start('Act275', 20).
start('Act276', 66).
start('Act277', 92).
start('Act278', 45).
start('Act279', 61).
start('Act280', 57).
start('Act281', 59).
start('Act282', 93).
start('Act283', 34).
start('Act284', 16).
start('Act285', 76).
start('Act286', 98).
start('Act287', 51).
start('Act288', 13).
start('Act289', 73).
start('Act290', 12).
start('Act291', 24).
start('Act292', 96).
start('Act293', 59).
start('Act294', 84).
start('Act295', 58).
start('Act296', 76).
start('Act297', 82).
start('Act298', 103).
start('Act299', 17).
start('Act300', 12).

crane('Act5', crane2).
crane('Act8', crane2).
crane('Act14', crane2).
crane('Act15', crane2).
crane('Act20', crane1).
crane('Act22', crane2).
crane('Act27', crane1).
crane('Act30', crane1).
crane('Act35', crane2).
crane('Act55', crane1).
crane('Act58', crane1).
crane('Act64', crane1).
crane('Act65', crane1).
crane('Act66', crane1).
crane('Act75', crane2).
crane('Act77', crane2).
crane('Act82', crane2).
crane('Act85', crane1).
crane('Act87', crane1).
crane('Act96', crane1).
crane('Act98', crane1).
crane('Act106', crane2).
crane('Act109', crane2).
crane('Act113', crane1).
crane('Act127', crane2).
crane('Act129', crane2).
crane('Act141', crane1).
crane('Act146', crane1).
crane('Act147', crane1).
crane('Act154', crane2).
crane('Act164', crane2).
crane('Act169', crane1).
crane('Act175', crane2).
crane('Act178', crane2).
crane('Act202', crane1).
crane('Act203', crane2).
crane('Act205', crane1).
crane('Act217', crane1).
crane('Act219', crane1).
crane('Act222', crane1).
crane('Act230', crane2).
crane('Act231', crane2).
crane('Act236', crane2).
crane('Act237', crane2).
crane('Act239', crane2).
crane('Act256', crane2).
crane('Act263', crane1).
crane('Act277', crane1).
crane('Act285', crane1).
crane('Act286', crane2).
crane('Act287', crane2).
crane('Act289', crane1).
crane('Act292', crane2).
crane('Act294', crane2).
crane('Act297', crane1).
