start('Act1', 0).
start('Act2', 5).
start('Act3', 0).
start('Act4', 3).
start('Act5', 63).
start('Act6', 27).
start('Act7', 12).
start('Act8', 9).
start('Act9', 0).
start('Act10', 16).
start('Act11', 7).
start('Act12', 20).
start('Act13', 0).
start('Act14', 9).
start('Act15', 7).
start('Act16', 0).
start('Act17', 4).
start('Act18', 23).
start('Act19', 13).
start('Act20', 50).
start('Act21', 65).
start('Act22', 6).
start('Act23', 13).
start('Act24', 6).
start('Act25', 0).
start('Act26', 11).
start('Act27', 34).
start('Act28', 61).
start('Act29', 6).
start('Act30', 61).
start('Act31', 9).
start('Act32', 60).
start('Act33', 22).
start('Act34', 16).
start('Act35', 18).
start('Act36', 44).
start('Act37', 50).
start('Act38', 0).
start('Act39', 49).
start('Act40', 42).
start('Act41', 56).
start('Act42', 39).
start('Act43', 8).
start('Act44', 17).
start('Act45', 40).
start('Act46', 0).
start('Act47', 18).
start('Act48', 30).
start('Act49', 55).
start('Act50', 13).
start('Act51', 46).
start('Act52', 44).
start('Act53', 7).
start('Act54', 33).
start('Act55', 59).
start('Act56', 18).
start('Act57', 57).
start('Act58', 53).
start('Act59', 29).
start('Act60', 56).
start('Act61', 35).
start('Act62', 36).
start('Act63', 39).
start('Act64', 8).
start('Act65', 2).
start('Act66', 27).
start('Act67', 3).
start('Act68', 38).
start('Act69', 18).
start('Act70', 22).
start('Act71', 25).
start('Act72', 34).
start('Act73', 19).
start('Act74', 42).
start('Act75', 16).
start('Act76', 13).
start('Act77', 17).
start('Act78', 10).
start('Act79', 17).
start('Act80', 18).
start('Act81', 23).
start('Act82', 33).
start('Act83', 16).
start('Act84', 31).
start('Act85', 22).
start('Act86', 14).
start('Act87', 1).
start('Act88', 24).
start('Act89', 10).
start('Act90', 0).
start('Act91', 11).
start('Act92', 8).
start('Act93', 49).
start('Act94', 5).
start('Act95', 55).
start('Act96', 30).
start('Act97', 21).
start('Act98', 13).
start('Act99', 14).
start('Act100', 3).

crane('Act6', crane1).
crane('Act9', crane1).
crane('Act37', crane2).
crane('Act39', crane1).
crane('Act42', crane1).
crane('Act52', crane2).
crane('Act60', crane2).
crane('Act71', crane2).
crane('Act78', crane1).
crane('Act81', crane2).
crane('Act82', crane1).
crane('Act85', crane2).
crane('Act91', crane1).
crane('Act93', crane2).
crane('Act96', crane2).
