start('Act1', 0).
start('Act2', 11).
start('Act3', 0).
start('Act4', 5).
start('Act5', 10).
start('Act6', 3).
start('Act7', 6).
start('Act8', 13).
start('Act9', 3).
start('Act10', 15).
start('Act11', 0).
start('Act12', 18).
start('Act13', 0).
start('Act14', 11).
start('Act15', 3).
start('Act16', 13).
start('Act17', 6).
start('Act18', 14).
start('Act19', 0).
start('Act20', 0).
start('Act21', 13).
start('Act22', 16).
start('Act23', 6).
start('Act24', 17).
start('Act25', 9).
start('Act26', 0).
start('Act27', 9).
start('Act28', 12).
start('Act29', 20).
start('Act30', 11).
start('Act31', 0).
start('Act32', 9).
start('Act33', 17).
start('Act34', 3).
start('Act35', 5).
start('Act36', 19).
start('Act37', 0).
start('Act38', 18).
start('Act39', 5).
start('Act40', 9).
start('Act41', 16).
start('Act42', 13).
start('Act43', 16).
start('Act44', 1).
start('Act45', 15).
start('Act46', 10).
start('Act47', 0).
start('Act48', 10).
start('Act49', 0).
start('Act50', 13).

crane('Act4', crane2).
crane('Act9', crane1).
crane('Act12', crane1).
crane('Act21', crane1).
crane('Act22', crane1).
crane('Act27', crane2).
crane('Act36', crane2).
crane('Act40', crane1).
crane('Act49', crane2).
