start('Act1', 1).
start('Act2', 0).
start('Act3', 6).
start('Act4', 6).
start('Act5', 153).
start('Act6', 6).
start('Act7', 6).
start('Act8', 38).
start('Act9', 0).
start('Act10', 25).
start('Act11', 9).
start('Act12', 9).
start('Act13', 12).
start('Act14', 39).
start('Act15', 11).
start('Act16', 0).
start('Act17', 5).
start('Act18', 141).
start('Act19', 1).
start('Act20', 184).
start('Act21', 7).
start('Act22', 0).
start('Act23', 50).
start('Act24', 60).
start('Act25', 23).
start('Act26', 27).
start('Act27', 11).
start('Act28', 7).
start('Act29', 73).
start('Act30', 58).
start('Act31', 16).
start('Act32', 27).
start('Act33', 13).
start('Act34', 53).
start('Act35', 29).
start('Act36', 174).
start('Act37', 24).
start('Act38', 0).
start('Act39', 105).
start('Act40', 55).
start('Act41', 0).
start('Act42', 111).
start('Act43', 110).
start('Act44', 100).
start('Act45', 133).
start('Act46', 38).
start('Act47', 10).
start('Act48', 11).
start('Act49', 8).
start('Act50', 0).
start('Act51', 113).
start('Act52', 181).
start('Act53', 15).
start('Act54', 11).
start('Act55', 0).
start('Act56', 17).
start('Act57', 54).
start('Act58', 115).
start('Act59', 60).
start('Act60', 109).
start('Act61', 13).
start('Act62', 61).
start('Act63', 71).
start('Act64', 47).
start('Act65', 106).
start('Act66', 128).
start('Act67', 13).
start('Act68', 6).
start('Act69', 12).
start('Act70', 127).
start('Act71', 29).
start('Act72', 11).
start('Act73', 158).
start('Act74', 124).
start('Act75', 107).
start('Act76', 137).
start('Act77', 53).
start('Act78', 30).
start('Act79', 20).
start('Act80', 16).
start('Act81', 29).
start('Act82', 62).
start('Act83', 176).
start('Act84', 80).
start('Act85', 19).
start('Act86', 41).
start('Act87', 118).
start('Act88', 20).
start('Act89', 97).
start('Act90', 6).
start('Act91', 48).
start('Act92', 8).
start('Act93', 147).
start('Act94', 100).
start('Act95', 141).
start('Act96', 41).
start('Act97', 144).
start('Act98', 54).
start('Act99', 47).
start('Act100', 39).
start('Act101', 12).
start('Act102', 37).
start('Act103', 151).
start('Act104', 43).
start('Act105', 59).
start('Act106', 40).
start('Act107', 170).
start('Act108', 94).
start('Act109', 13).
start('Act110', 167).
start('Act111', 18).
start('Act112', 18).
start('Act113', 45).
start('Act114', 70).
start('Act115', 87).
start('Act116', 38).
start('Act117', 99).
start('Act118', 172).
start('Act119', 96).
start('Act120', 68).
start('Act121', 68).
start('Act122', 168).
start('Act123', 23).
