start('Act1', 47).
start('Act2', 16).
start('Act3', 0).
start('Act4', 0).
start('Act5', 0).
start('Act6', 13).
start('Act7', 16).
start('Act8', 1).
start('Act9', 0).
start('Act10', 13).
start('Act11', 20).
start('Act12', 0).
start('Act13', 6).
start('Act14', 64).
start('Act15', 118).
start('Act16', 30).
start('Act17', 11).
start('Act18', 12).
start('Act19', 130).
start('Act20', 24).
start('Act21', 18).
start('Act22', 90).
start('Act23', 15).
start('Act24', 14).
start('Act25', 126).
start('Act26', 12).
start('Act27', 24).
start('Act28', 169).
start('Act29', 9).
start('Act30', 98).
start('Act31', 61).
start('Act32', 0).
start('Act33', 3).
start('Act34', 20).
start('Act35', 44).
start('Act36', 8).
start('Act37', 98).
start('Act38', 60).
start('Act39', 39).
start('Act40', 3).
start('Act41', 0).
start('Act42', 94).
start('Act43', 2).
start('Act44', 37).
start('Act45', 0).
start('Act46', 0).
start('Act47', 6).
start('Act48', 33).
start('Act49', 141).
start('Act50', 103).
start('Act51', 2).
start('Act52', 4).
start('Act53', 21).
start('Act54', 9).
start('Act55', 57).
start('Act56', 59).
start('Act57', 94).
start('Act58', 46).
start('Act59', 163).
start('Act60', 5).
start('Act61', 59).
start('Act62', 79).
start('Act63', 12).
start('Act64', 89).
start('Act65', 19).
start('Act66', 65).
start('Act67', 110).
start('Act68', 159).
start('Act69', 8).
start('Act70', 11).
start('Act71', 11).
start('Act72', 7).
start('Act73', 107).
start('Act74', 23).
start('Act75', 59).
start('Act76', 70).
start('Act77', 64).
start('Act78', 126).
start('Act79', 45).
start('Act80', 8).
start('Act81', 64).
start('Act82', 1).
start('Act83', 2).
start('Act84', 89).
start('Act85', 47).
start('Act86', 45).
start('Act87', 19).
start('Act88', 0).
start('Act89', 104).
start('Act90', 84).
start('Act91', 60).
start('Act92', 59).
start('Act93', 85).
start('Act94', 196).
start('Act95', 6).
start('Act96', 23).
start('Act97', 4).
start('Act98', 62).
start('Act99', 2).
start('Act100', 29).
start('Act101', 3).
start('Act102', 112).
start('Act103', 16).
start('Act104', 131).
start('Act105', 20).
start('Act106', 26).
start('Act107', 68).
start('Act108', 106).
start('Act109', 106).
start('Act110', 84).
start('Act111', 21).
start('Act112', 12).
start('Act113', 23).
start('Act114', 84).
start('Act115', 27).
start('Act116', 60).
start('Act117', 6).
start('Act118', 10).
start('Act119', 192).
start('Act120', 81).
start('Act121', 35).
start('Act122', 152).
start('Act123', 164).
start('Act124', 25).
start('Act125', 101).
start('Act126', 83).
start('Act127', 6).
start('Act128', 21).
start('Act129', 81).
start('Act130', 186).
start('Act131', 82).
start('Act132', 141).
start('Act133', 21).
start('Act134', 155).
start('Act135', 43).
start('Act136', 81).
start('Act137', 192).
start('Act138', 186).
start('Act139', 27).
start('Act140', 27).
start('Act141', 182).
start('Act142', 83).
start('Act143', 56).
start('Act144', 83).
start('Act145', 8).
start('Act146', 51).
start('Act147', 55).
start('Act148', 185).
start('Act149', 9).
start('Act150', 94).
start('Act151', 59).
start('Act152', 13).
start('Act153', 30).
start('Act154', 105).
start('Act155', 134).
start('Act156', 69).
start('Act157', 79).
start('Act158', 38).
start('Act159', 104).
start('Act160', 77).
start('Act161', 60).
start('Act162', 21).
start('Act163', 15).
start('Act164', 57).
start('Act165', 33).
start('Act166', 0).
start('Act167', 10).
start('Act168', 76).
start('Act169', 181).
start('Act170', 179).
start('Act171', 84).
start('Act172', 99).
start('Act173', 33).
start('Act174', 45).
start('Act175', 58).
start('Act176', 25).
start('Act177', 44).
start('Act178', 57).
start('Act179', 44).
start('Act180', 17).
start('Act181', 171).
start('Act182', 31).
start('Act183', 12).
start('Act184', 166).
start('Act185', 98).
start('Act186', 26).
start('Act187', 32).
start('Act188', 54).
start('Act189', 46).
start('Act190', 54).
start('Act191', 144).
start('Act192', 57).
start('Act193', 54).
start('Act194', 91).
start('Act195', 55).
start('Act196', 28).
start('Act197', 53).
start('Act198', 17).
start('Act199', 161).
start('Act200', 39).
start('Act201', 176).
start('Act202', 43).
start('Act203', 143).
start('Act204', 94).
start('Act205', 47).
start('Act206', 39).
start('Act207', 96).
start('Act208', 126).
start('Act209', 126).
start('Act210', 52).
start('Act211', 42).
start('Act212', 96).
start('Act213', 42).
start('Act214', 92).
start('Act215', 139).
start('Act216', 56).
start('Act217', 135).
start('Act218', 91).
start('Act219', 53).
start('Act220', 160).
start('Act221', 96).
start('Act222', 25).
start('Act223', 31).
start('Act224', 49).
start('Act225', 51).
start('Act226', 41).
start('Act227', 72).
start('Act228', 84).
start('Act229', 8).
start('Act230', 80).
start('Act231', 95).
start('Act232', 39).
start('Act233', 128).
start('Act234', 91).
start('Act235', 72).
start('Act236', 159).
start('Act237', 53).
start('Act238', 51).
start('Act239', 72).
start('Act240', 48).
start('Act241', 54).
start('Act242', 98).
start('Act243', 126).
start('Act244', 5).
start('Act245', 83).
start('Act246', 71).
start('Act247', 47).
start('Act248', 112).
start('Act249', 47).
start('Act250', 150).
start('Act251', 157).
start('Act252', 1).
start('Act253', 84).
start('Act254', 81).
start('Act255', 155).
start('Act256', 9).
start('Act257', 11).
start('Act258', 98).
start('Act259', 43).
start('Act260', 78).
start('Act261', 22).
start('Act262', 36).
start('Act263', 145).
start('Act264', 81).
start('Act265', 154).
start('Act266', 90).
start('Act267', 84).
start('Act268', 34).
start('Act269', 15).
start('Act270', 41).
start('Act271', 152).
start('Act272', 151).
start('Act273', 149).
start('Act274', 128).
start('Act275', 77).
start('Act276', 173).
start('Act277', 56).
start('Act278', 86).
start('Act279', 76).
start('Act280', 68).
start('Act281', 18).
start('Act282', 28).
start('Act283', 44).
start('Act284', 38).
start('Act285', 149).
start('Act286', 31).
start('Act287', 67).
start('Act288', 35).
start('Act289', 89).
start('Act290', 66).
start('Act291', 74).
start('Act292', 39).
start('Act293', 34).
start('Act294', 41).
start('Act295', 82).
start('Act296', 15).
start('Act297', 53).
start('Act298', 37).
start('Act299', 137).
start('Act300', 139).
start('Act301', 36).
start('Act302', 70).
start('Act303', 146).
start('Act304', 33).
start('Act305', 25).
start('Act306', 78).
start('Act307', 46).
start('Act308', 40).
start('Act309', 33).
start('Act310', 36).
start('Act311', 85).
start('Act312', 39).
start('Act313', 36).
start('Act314', 17).
start('Act315', 52).
start('Act316', 38).
start('Act317', 83).
start('Act318', 76).
start('Act319', 77).
start('Act320', 34).
start('Act321', 76).
start('Act322', 73).
start('Act323', 65).
start('Act324', 132).
start('Act325', 79).
start('Act326', 68).
start('Act327', 66).
start('Act328', 73).
start('Act329', 65).
start('Act330', 47).
start('Act331', 69).
start('Act332', 130).
start('Act333', 71).
start('Act334', 69).
start('Act335', 27).
start('Act336', 123).
start('Act337', 131).
start('Act338', 27).
start('Act339', 99).
start('Act340', 64).
start('Act341', 78).
start('Act342', 34).
start('Act343', 98).
start('Act344', 122).
start('Act345', 170).
start('Act346', 63).
start('Act347', 32).
start('Act348', 89).
start('Act349', 73).
start('Act350', 143).
start('Act351', 77).
start('Act352', 63).
start('Act353', 76).
start('Act354', 63).
start('Act355', 61).
start('Act356', 115).
start('Act357', 58).
start('Act358', 76).
start('Act359', 5).
start('Act360', 51).
start('Act361', 39).
start('Act362', 145).
start('Act363', 66).
start('Act364', 33).
start('Act365', 50).
start('Act366', 52).
start('Act367', 136).
start('Act368', 72).
start('Act369', 30).
start('Act370', 65).
start('Act371', 134).
start('Act372', 61).
start('Act373', 122).
start('Act374', 112).
start('Act375', 75).
start('Act376', 82).
start('Act377', 93).
start('Act378', 82).
start('Act379', 120).
start('Act380', 23).
start('Act381', 116).
start('Act382', 28).
start('Act383', 71).
start('Act384', 48).
start('Act385', 102).
start('Act386', 113).
start('Act387', 76).
start('Act388', 63).
start('Act389', 68).
start('Act390', 110).
start('Act391', 70).
start('Act392', 37).
start('Act393', 59).
start('Act394', 37).
start('Act395', 38).
start('Act396', 62).
start('Act397', 119).
start('Act398', 69).
start('Act399', 108).
start('Act400', 58).

crane('Act2', crane1).
crane('Act11', crane2).
crane('Act14', crane2).
crane('Act21', crane2).
crane('Act27', crane2).
crane('Act28', crane1).
crane('Act42', crane2).
crane('Act45', crane1).
crane('Act48', crane2).
crane('Act49', crane2).
crane('Act59', crane1).
crane('Act62', crane2).
crane('Act67', crane2).
crane('Act68', crane1).
crane('Act73', crane2).
crane('Act89', crane1).
crane('Act94', crane2).
crane('Act99', crane1).
crane('Act104', crane2).
crane('Act107', crane1).
crane('Act108', crane1).
crane('Act111', crane1).
crane('Act120', crane1).
crane('Act122', crane2).
crane('Act123', crane2).
crane('Act134', crane2).
crane('Act137', crane1).
crane('Act138', crane1).
crane('Act139', crane2).
crane('Act152', crane1).
crane('Act153', crane1).
crane('Act155', crane2).
crane('Act156', crane2).
crane('Act169', crane1).
crane('Act171', crane2).
crane('Act189', crane2).
crane('Act194', crane2).
crane('Act203', crane2).
crane('Act204', crane1).
crane('Act206', crane1).
crane('Act208', crane1).
crane('Act212', crane2).
crane('Act222', crane1).
crane('Act228', crane1).
crane('Act231', crane2).
crane('Act233', crane1).
crane('Act250', crane1).
crane('Act262', crane1).
crane('Act263', crane1).
crane('Act265', crane1).
crane('Act285', crane2).
crane('Act299', crane2).
crane('Act311', crane2).
crane('Act317', crane2).
crane('Act329', crane1).
crane('Act336', crane1).
crane('Act344', crane1).
crane('Act348', crane1).
crane('Act356', crane2).
crane('Act366', crane2).
crane('Act367', crane1).
crane('Act372', crane2).
crane('Act374', crane1).
crane('Act376', crane2).
crane('Act377', crane2).
crane('Act378', crane1).
crane('Act379', crane2).
crane('Act381', crane1).
crane('Act384', crane2).
crane('Act385', crane2).
crane('Act387', crane1).
crane('Act393', crane1).
crane('Act397', crane2).
