start('Act1', 0).
start('Act2', 48).
start('Act3', 0).
start('Act4', 0).
start('Act5', 0).
start('Act6', 27).
start('Act7', 6).
start('Act8', 5).
start('Act9', 94).
start('Act10', 9).
start('Act11', 4).
start('Act12', 12).
start('Act13', 44).
start('Act14', 26).
start('Act15', 52).
start('Act16', 82).
start('Act17', 14).
start('Act18', 35).
start('Act19', 12).
start('Act20', 30).
start('Act21', 0).
start('Act22', 33).
start('Act23', 51).
start('Act24', 83).
start('Act25', 21).
start('Act26', 38).
start('Act27', 7).
start('Act28', 80).
start('Act29', 79).
start('Act30', 54).
start('Act31', 30).
start('Act32', 76).
start('Act33', 37).
start('Act34', 20).
start('Act35', 0).
start('Act36', 4).
start('Act37', 0).
start('Act38', 22).
start('Act39', 3).
start('Act40', 8).
start('Act41', 54).
start('Act42', 38).
start('Act43', 4).
start('Act44', 3).
start('Act45', 61).
start('Act46', 8).
start('Act47', 50).
start('Act48', 50).
start('Act49', 54).
start('Act50', 2).
start('Act51', 31).
start('Act52', 7).
start('Act53', 77).
start('Act54', 49).
start('Act55', 9).
start('Act56', 11).
start('Act57', 33).
start('Act58', 36).
start('Act59', 25).
start('Act60', 29).
start('Act61', 51).
start('Act62', 104).
start('Act63', 6).
start('Act64', 49).
start('Act65', 3).
start('Act66', 53).
start('Act67', 56).
start('Act68', 45).
start('Act69', 54).
start('Act70', 4).
start('Act71', 34).
start('Act72', 58).
start('Act73', 2).
start('Act74', 35).
start('Act75', 26).
start('Act76', 54).
start('Act77', 5).
start('Act78', 47).
start('Act79', 8).
start('Act80', 10).
start('Act81', 40).
start('Act82', 98).
start('Act83', 14).
start('Act84', 21).
start('Act85', 49).
start('Act86', 24).
start('Act87', 99).
start('Act88', 42).
start('Act89', 35).
start('Act90', 12).
start('Act91', 13).
start('Act92', 20).
start('Act93', 34).
start('Act94', 15).
start('Act95', 50).
start('Act96', 103).
start('Act97', 0).
start('Act98', 95).
start('Act99', 94).
start('Act100', 12).
start('Act101', 49).
start('Act102', 24).
start('Act103', 24).
start('Act104', 37).
start('Act105', 43).
start('Act106', 104).
start('Act107', 71).
start('Act108', 42).
start('Act109', 42).
start('Act110', 40).
start('Act111', 8).
start('Act112', 44).
start('Act113', 9).
start('Act114', 33).
start('Act115', 33).
start('Act116', 29).
start('Act117', 70).
start('Act118', 47).
start('Act119', 30).
start('Act120', 19).
start('Act121', 0).
start('Act122', 54).
start('Act123', 39).
start('Act124', 36).
start('Act125', 27).
start('Act126', 18).
start('Act127', 30).
start('Act128', 12).
start('Act129', 4).
start('Act130', 18).
start('Act131', 28).
start('Act132', 39).
start('Act133', 38).
start('Act134', 46).
start('Act135', 21).
start('Act136', 19).
start('Act137', 27).
start('Act138', 46).
start('Act139', 41).
start('Act140', 91).
start('Act141', 88).
start('Act142', 41).
start('Act143', 14).
start('Act144', 20).
start('Act145', 31).
start('Act146', 25).
start('Act147', 15).
start('Act148', 67).
start('Act149', 31).
start('Act150', 23).
start('Act151', 86).
start('Act152', 64).
start('Act153', 39).
start('Act154', 88).
start('Act155', 39).
start('Act156', 17).
start('Act157', 62).
start('Act158', 17).
start('Act159', 17).
start('Act160', 36).
start('Act161', 15).
start('Act162', 30).
start('Act163', 6).
start('Act164', 104).
start('Act165', 37).
start('Act166', 24).
start('Act167', 15).
start('Act168', 0).
start('Act169', 15).
start('Act170', 43).
start('Act171', 84).
start('Act172', 18).
start('Act173', 62).
start('Act174', 22).
start('Act175', 59).
start('Act176', 29).
start('Act177', 40).
start('Act178', 39).
start('Act179', 13).
start('Act180', 2).
start('Act181', 29).
start('Act182', 24).
start('Act183', 48).
start('Act184', 46).
start('Act185', 17).
start('Act186', 39).
start('Act187', 33).
start('Act188', 16).
start('Act189', 15).
start('Act190', 46).
start('Act191', 36).
start('Act192', 34).
start('Act193', 55).
start('Act194', 61).
start('Act195', 58).
start('Act196', 12).
start('Act197', 0).
start('Act198', 8).
start('Act199', 44).
start('Act200', 42).

crane('Act2', crane2).
crane('Act9', crane2).
crane('Act13', crane2).
crane('Act14', crane2).
crane('Act16', crane2).
crane('Act17', crane2).
crane('Act18', crane1).
crane('Act19', crane2).
crane('Act20', crane2).
crane('Act24', crane1).
crane('Act27', crane1).
crane('Act28', crane2).
crane('Act29', crane1).
crane('Act32', crane2).
crane('Act34', crane2).
crane('Act35', crane2).
crane('Act37', crane1).
crane('Act38', crane2).
crane('Act41', crane2).
crane('Act53', crane1).
crane('Act59', crane1).
crane('Act82', crane1).
crane('Act87', crane2).
crane('Act96', crane1).
crane('Act98', crane1).
crane('Act99', crane1).
crane('Act104', crane1).
crane('Act107', crane1).
crane('Act117', crane2).
crane('Act120', crane1).
crane('Act140', crane1).
crane('Act141', crane2).
crane('Act145', crane1).
crane('Act148', crane1).
crane('Act151', crane2).
crane('Act152', crane2).
crane('Act154', crane1).
crane('Act157', crane2).
crane('Act171', crane1).
crane('Act173', crane1).
crane('Act175', crane2).
crane('Act193', crane1).
crane('Act194', crane1).
crane('Act195', crane2).
