start('Act1', 0).
start('Act2', 10).
start('Act3', 24).
start('Act4', 181).
start('Act5', 97).
start('Act6', 5).
start('Act7', 45).
start('Act8', 0).
start('Act9', 5).
start('Act10', 0).
start('Act11', 0).
start('Act12', 31).
start('Act13', 2).
start('Act14', 11).
start('Act15', 0).
start('Act16', 35).
start('Act17', 13).
start('Act18', 10).
start('Act19', 42).
start('Act20', 29).
start('Act21', 177).
start('Act22', 64).
start('Act23', 41).
start('Act24', 14).
start('Act25', 132).
start('Act26', 19).
start('Act27', 33).
start('Act28', 239).
start('Act29', 89).
start('Act30', 66).
start('Act31', 3).
start('Act32', 21).
start('Act33', 84).
start('Act34', 44).
start('Act35', 18).
start('Act36', 79).
start('Act37', 73).
start('Act38', 31).
start('Act39', 130).
start('Act40', 33).
start('Act41', 123).
start('Act42', 22).
start('Act43', 9).
start('Act44', 2).
start('Act45', 63).
start('Act46', 35).
start('Act47', 219).
start('Act48', 28).
start('Act49', 9).
start('Act50', 29).
start('Act51', 13).
start('Act52', 8).
start('Act53', 126).
start('Act54', 7).
start('Act55', 51).
start('Act56', 217).
start('Act57', 19).
start('Act58', 0).
start('Act59', 71).
start('Act60', 234).
start('Act61', 113).
start('Act62', 123).
start('Act63', 26).
start('Act64', 12).
start('Act65', 6).
start('Act66', 14).
start('Act67', 48).
start('Act68', 31).
start('Act69', 121).
start('Act70', 14).
start('Act71', 5).
start('Act72', 118).
start('Act73', 184).
start('Act74', 92).
start('Act75', 78).
start('Act76', 15).
start('Act77', 38).
start('Act78', 218).
start('Act79', 183).
start('Act80', 38).
start('Act81', 29).
start('Act82', 20).
start('Act83', 144).
start('Act84', 27).
start('Act85', 4).
start('Act86', 0).
start('Act87', 83).
start('Act88', 120).
start('Act89', 101).
start('Act90', 178).
start('Act91', 129).
start('Act92', 105).
start('Act93', 54).
start('Act94', 179).
start('Act95', 100).
start('Act96', 165).
start('Act97', 20).
start('Act98', 44).
start('Act99', 124).
start('Act100', 147).
start('Act101', 15).
start('Act102', 126).
start('Act103', 76).
start('Act104', 118).
start('Act105', 14).
start('Act106', 97).
start('Act107', 177).
start('Act108', 218).
start('Act109', 120).
start('Act110', 100).
start('Act111', 16).
start('Act112', 105).
start('Act113', 36).
start('Act114', 220).
start('Act115', 67).
start('Act116', 113).
start('Act117', 144).
start('Act118', 48).
start('Act119', 217).
start('Act120', 126).
start('Act121', 118).
start('Act122', 51).
start('Act123', 43).
start('Act124', 96).
start('Act125', 0).
start('Act126', 118).
start('Act127', 102).
start('Act128', 135).
start('Act129', 13).
start('Act130', 70).
start('Act131', 29).
start('Act132', 68).
start('Act133', 66).
start('Act134', 67).
start('Act135', 175).
start('Act136', 37).
start('Act137', 117).
start('Act138', 107).
start('Act139', 38).
start('Act140', 51).
start('Act141', 167).
start('Act142', 44).
start('Act143', 34).
start('Act144', 21).
start('Act145', 112).
start('Act146', 123).
start('Act147', 75).
start('Act148', 216).
start('Act149', 96).
start('Act150', 114).
start('Act151', 75).
start('Act152', 93).
start('Act153', 162).
start('Act154', 0).
start('Act155', 10).
start('Act156', 86).
start('Act157', 21).
start('Act158', 24).
start('Act159', 6).
start('Act160', 39).
start('Act161', 9).
start('Act162', 109).
start('Act163', 23).
start('Act164', 58).
start('Act165', 28).
start('Act166', 107).
start('Act167', 7).
start('Act168', 30).
start('Act169', 89).
start('Act170', 42).
start('Act171', 105).
start('Act172', 104).
start('Act173', 57).
start('Act174', 40).
start('Act175', 24).
start('Act176', 220).
start('Act177', 35).
start('Act178', 24).
start('Act179', 6).
start('Act180', 16).
start('Act181', 166).
start('Act182', 169).
start('Act183', 142).
start('Act184', 67).
start('Act185', 161).
start('Act186', 220).
start('Act187', 65).
start('Act188', 15).
start('Act189', 9).
start('Act190', 4).
start('Act191', 155).
start('Act192', 230).
start('Act193', 8).
start('Act194', 176).
start('Act195', 116).
start('Act196', 23).
start('Act197', 99).
start('Act198', 1).
start('Act199', 36).
start('Act200', 135).
start('Act201', 160).
start('Act202', 64).
start('Act203', 96).
start('Act204', 6).
start('Act205', 159).
start('Act206', 50).
start('Act207', 92).
start('Act208', 144).
start('Act209', 220).
start('Act210', 31).
start('Act211', 10).
start('Act212', 50).
start('Act213', 115).
start('Act214', 87).
start('Act215', 67).
start('Act216', 32).
start('Act217', 51).
start('Act218', 82).
start('Act219', 143).
start('Act220', 67).
start('Act221', 141).
start('Act222', 62).
start('Act223', 166).
start('Act224', 69).
start('Act225', 104).
start('Act226', 60).
start('Act227', 171).
start('Act228', 59).
start('Act229', 113).
start('Act230', 0).
start('Act231', 44).
start('Act232', 152).
start('Act233', 30).
start('Act234', 1).
start('Act235', 34).
start('Act236', 46).
start('Act237', 116).
start('Act238', 191).
start('Act239', 175).
start('Act240', 95).
start('Act241', 21).
start('Act242', 58).
start('Act243', 49).
start('Act244', 24).
start('Act245', 23).
start('Act246', 148).
start('Act247', 131).
start('Act248', 113).
start('Act249', 36).
start('Act250', 68).
start('Act251', 168).
start('Act252', 161).
start('Act253', 146).
start('Act254', 80).
start('Act255', 224).
start('Act256', 35).
start('Act257', 214).
start('Act258', 129).
start('Act259', 112).
start('Act260', 125).
start('Act261', 111).
start('Act262', 240).
start('Act263', 38).
start('Act264', 79).
start('Act265', 143).
start('Act266', 66).
start('Act267', 103).
start('Act268', 232).
start('Act269', 111).
start('Act270', 12).
start('Act271', 0).
start('Act272', 65).
start('Act273', 154).
start('Act274', 94).
start('Act275', 62).
start('Act276', 151).
start('Act277', 211).
start('Act278', 19).
start('Act279', 78).
start('Act280', 141).
start('Act281', 14).
start('Act282', 109).
start('Act283', 208).
start('Act284', 56).
start('Act285', 233).
start('Act286', 205).
start('Act287', 119).
start('Act288', 26).
start('Act289', 27).
start('Act290', 220).
start('Act291', 107).
start('Act292', 204).
start('Act293', 7).
start('Act294', 78).
start('Act295', 40).
start('Act296', 54).
start('Act297', 46).
start('Act298', 138).
start('Act299', 59).
start('Act300', 59).
start('Act301', 114).
start('Act302', 106).
start('Act303', 145).
start('Act304', 154).
start('Act305', 78).
start('Act306', 31).
start('Act307', 160).
start('Act308', 72).
start('Act309', 108).
start('Act310', 68).
start('Act311', 186).
start('Act312', 121).
start('Act313', 132).
start('Act314', 54).
start('Act315', 41).
start('Act316', 74).
start('Act317', 107).
start('Act318', 29).
start('Act319', 101).
start('Act320', 155).
start('Act321', 91).
start('Act322', 68).
start('Act323', 128).
start('Act324', 72).
start('Act325', 139).
start('Act326', 101).
start('Act327', 102).
start('Act328', 12).
start('Act329', 95).
start('Act330', 202).
start('Act331', 144).
start('Act332', 201).
start('Act333', 120).
start('Act334', 127).
start('Act335', 143).
start('Act336', 151).
start('Act337', 25).
start('Act338', 100).
start('Act339', 100).
start('Act340', 3).
start('Act341', 63).
start('Act342', 111).
start('Act343', 126).
start('Act344', 72).
start('Act345', 72).
start('Act346', 12).
start('Act347', 148).
start('Act348', 99).
start('Act349', 93).
start('Act350', 151).
start('Act351', 137).
start('Act352', 134).
start('Act353', 143).
start('Act354', 120).
start('Act355', 59).
start('Act356', 37).
start('Act357', 135).
start('Act358', 239).
start('Act359', 104).
start('Act360', 103).
start('Act361', 90).
start('Act362', 133).
start('Act363', 94).
start('Act364', 63).
start('Act365', 98).
start('Act366', 90).
start('Act367', 137).
start('Act368', 96).
start('Act369', 125).
start('Act370', 90).
start('Act371', 56).
start('Act372', 222).
start('Act373', 180).
start('Act374', 199).
start('Act375', 20).
start('Act376', 90).
start('Act377', 92).
start('Act378', 47).
start('Act379', 89).
start('Act380', 70).
start('Act381', 197).
start('Act382', 53).
start('Act383', 88).
start('Act384', 67).
start('Act385', 123).
start('Act386', 88).
start('Act387', 121).
start('Act388', 45).
start('Act389', 45).
start('Act390', 52).
start('Act391', 118).
start('Act392', 137).
start('Act393', 67).
start('Act394', 40).
start('Act395', 83).
start('Act396', 135).
start('Act397', 137).
start('Act398', 54).
start('Act399', 117).
start('Act400', 103).
start('Act401', 44).
start('Act402', 38).
start('Act403', 195).
start('Act404', 64).
start('Act405', 50).
start('Act406', 82).
start('Act407', 69).
start('Act408', 83).
start('Act409', 226).
start('Act410', 95).
start('Act411', 116).
start('Act412', 143).
start('Act413', 87).
start('Act414', 44).
start('Act415', 36).
start('Act416', 81).
start('Act417', 194).
start('Act418', 115).
start('Act419', 87).
start('Act420', 60).
start('Act421', 80).
start('Act422', 179).
start('Act423', 98).
start('Act424', 59).
start('Act425', 95).
start('Act426', 119).
start('Act427', 143).
start('Act428', 22).
start('Act429', 53).
start('Act430', 90).
start('Act431', 65).
start('Act432', 36).
start('Act433', 119).
start('Act434', 52).
start('Act435', 86).
start('Act436', 65).
start('Act437', 41).
start('Act438', 85).
start('Act439', 84).
start('Act440', 114).
start('Act441', 40).
start('Act442', 112).
start('Act443', 191).
start('Act444', 75).
start('Act445', 111).
start('Act446', 55).
start('Act447', 55).
start('Act448', 84).
start('Act449', 111).
start('Act450', 130).
start('Act451', 20).
start('Act452', 100).
start('Act453', 28).
start('Act454', 217).
start('Act455', 111).
start('Act456', 81).
start('Act457', 140).
start('Act458', 69).
start('Act459', 63).
start('Act460', 34).
start('Act461', 87).
start('Act462', 51).
start('Act463', 136).
start('Act464', 58).
start('Act465', 187).
start('Act466', 131).
start('Act467', 135).
start('Act468', 85).
start('Act469', 178).
start('Act470', 80).
start('Act471', 27).
start('Act472', 57).
start('Act473', 108).
start('Act474', 186).
start('Act475', 55).
start('Act476', 79).
start('Act477', 52).
start('Act478', 47).
start('Act479', 72).
start('Act480', 107).
start('Act481', 49).
start('Act482', 48).
start('Act483', 27).
start('Act484', 130).
start('Act485', 76).
start('Act486', 76).
start('Act487', 77).
start('Act488', 75).
start('Act489', 26).
start('Act490', 47).
start('Act491', 74).
start('Act492', 126).
start('Act493', 54).
start('Act494', 26).
start('Act495', 123).
start('Act496', 74).
start('Act497', 47).
start('Act498', 25).
start('Act499', 106).
start('Act500', 80).

crane('Act1', crane1).
crane('Act3', crane1).
crane('Act7', crane2).
crane('Act9', crane2).
crane('Act21', crane1).
crane('Act22', crane1).
crane('Act24', crane1).
crane('Act28', crane2).
crane('Act29', crane1).
crane('Act30', crane1).
crane('Act33', crane1).
crane('Act35', crane1).
crane('Act37', crane1).
crane('Act46', crane1).
crane('Act47', crane2).
crane('Act48', crane2).
crane('Act50', crane1).
crane('Act58', crane2).
crane('Act61', crane1).
crane('Act63', crane2).
crane('Act72', crane2).
crane('Act73', crane1).
crane('Act74', crane2).
crane('Act78', crane1).
crane('Act79', crane2).
crane('Act87', crane1).
crane('Act93', crane2).
crane('Act94', crane2).
crane('Act107', crane2).
crane('Act108', crane2).
crane('Act113', crane2).
crane('Act119', crane1).
crane('Act120', crane1).
crane('Act124', crane2).
crane('Act134', crane2).
crane('Act135', crane2).
crane('Act138', crane1).
crane('Act141', crane2).
crane('Act148', crane2).
crane('Act155', crane1).
crane('Act156', crane2).
crane('Act157', crane1).
crane('Act170', crane2).
crane('Act173', crane2).
crane('Act181', crane2).
crane('Act182', crane2).
crane('Act184', crane1).
crane('Act190', crane2).
crane('Act191', crane1).
crane('Act207', crane1).
crane('Act217', crane2).
crane('Act223', crane1).
crane('Act227', crane1).
crane('Act232', crane2).
crane('Act238', crane1).
crane('Act243', crane2).
crane('Act251', crane1).
crane('Act252', crane1).
crane('Act253', crane2).
crane('Act257', crane2).
crane('Act276', crane2).
crane('Act277', crane1).
crane('Act280', crane2).
crane('Act283', crane2).
crane('Act286', crane1).
crane('Act292', crane1).
crane('Act301', crane2).
crane('Act303', crane1).
crane('Act307', crane2).
crane('Act309', crane2).
crane('Act311', crane2).
crane('Act313', crane1).
crane('Act318', crane2).
crane('Act320', crane2).
crane('Act325', crane2).
crane('Act327', crane2).
crane('Act330', crane2).
crane('Act332', crane2).
crane('Act333', crane1).
crane('Act336', crane1).
crane('Act341', crane2).
crane('Act342', crane2).
crane('Act353', crane1).
crane('Act362', crane2).
crane('Act373', crane1).
crane('Act374', crane1).
crane('Act378', crane2).
crane('Act381', crane2).
crane('Act397', crane1).
crane('Act403', crane1).
crane('Act417', crane1).
crane('Act422', crane1).
crane('Act433', crane1).
crane('Act443', crane2).
crane('Act450', crane2).
crane('Act461', crane1).
crane('Act465', crane2).
crane('Act467', crane2).
crane('Act469', crane1).
crane('Act474', crane1).
crane('Act487', crane1).
crane('Act492', crane2).
crane('Act495', crane2).
